id,catalog_number,attributes
5741282,PESW-B9D15EX-R58,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5741281,PESW-B9D15EX-R57,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5741272,PESW-B18D15EX-R66,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5741269,PESW-B12D15EX-R64,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852890,PESW-B32D15AX-R68,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852854,PESW-B25D15AX-R67,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852828,PESW-B18D15AX-R66,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852827,PESW-B18D15AX-R65,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852807,PESW-B12D15AX-R64,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852785,PESW-B9D15AX-R63,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852784,PESW-B9D15AX-R62,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852783,PESW-B9D15AX-R61,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852782,PESW-B9D15AX-R60,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852781,PESW-B9D15AX-R59,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852780,PESW-B9D15AX-R58,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
2852779,PESW-B9D15AX-R57,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 120V50/60HZ | Degree of protection: TYPE4X
5901692,PESW-B38V24EX-R69,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5901691,PESW-B38V24AX-R69,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741302,PESW-B9V24EX-R63,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741301,PESW-B9V24EX-R62,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741299,PESW-B9V24EX-R60,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741298,PESW-B9V24EX-R59,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741297,PESW-B9V24EX-R58,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741296,PESW-B9V24EX-R57,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741295,PESW-B9V24AX-R57,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741280,PESW-B32V24EX-R68,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741277,PESW-B25V24EX-R67,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741274,PESW-B18V24EX-R66,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
5741271,PESW-B12V24EX-R64,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852893,PESW-B32V24AX-R68,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852858,PESW-B25V24AX-R67,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852834,PESW-B18V24AX-R66,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852809,PESW-B12V24AX-R64,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852798,PESW-B9V24AX-R63,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852797,PESW-B9V24AX-R62,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852796,PESW-B9V24AX-R61,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852795,PESW-B9V24AX-R60,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852794,PESW-B9V24AX-R59,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
2852793,PESW-B9V24AX-R58,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308593,PESW-9V24EX-R27,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308592,PESW-9V24EX-R26,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308586,PESW-9V24AX-R26,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308567,PESW-95V24EX-R43,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308566,PESW-95V24AX-R43,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308561,PESW-80V24EX-R41,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308555,PESW-65V24EX-R39,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308554,PESW-65V24AX-R39,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308549,PESW-50V24EX-R38,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308548,PESW-50V24AX-R38,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308543,PESW-40V24EX-R35,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308542,PESW-40V24AX-R35,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308537,PESW-32V24EX-R34,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308536,PESW-32V24AX-R34,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308523,PESW-18V24EX-R32,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308511,PESW-105V24EX-R45,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308510,PESW-105V24AX-R45,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 180-208V50HZ/208-240V60HZ | Degree of protection: TYPE4X
1308609,PESW-9V47EX-R28,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE4X
1308608,PESW-9V47EX-R27,Start Type: Direct Three-phase | Assembly method (start key): Plastic Crate | Reference: PESW | Maximum Power Rating: Not applicable | Rated operational voltage: Ue<=600V | Control voltage: 400-415V50HZ/480V60HZ | Degree of protection: TYPE4X
